
EVTOPTCDecVend.407;"When in Rome, do as the Romans do.";;;;;;;;;;;;x
EVTOPTDDecVend.407;"Such a beautiful paddock. Shall we find a better view?";;;;;;;;;;;;x
EVTOPTEDecVend.407;"Perhaps we can settle our differences over a nice warm fire.";;;;;;;;;;;;x
EVTOPTFDecVend.407;"Tell me, have you ever seen an elephant up close?";;;;;;;;;;;;x
EVTDESCDecVend.4075;[vendetta_duel_target.GetHerHisCap] shadow looms over me as I feel a cold blade slide under my throat. My quest for vengeance has arrived at this, my failure. What a disaster I've wrought upon myself. \n"If you want a clean death," [vendetta_duel_target.GetFirstName] says, "then I suggest you provide me a cleaner angle.";;;;;;;;;;;;x
EVTOPTADecVend.4075;"Please! Anything but my life!";;;;;;;;;;;;x
EVTOPTBDecVend.4075;Damn.;;;;;;;;;;;;x
EVTDESCDecVend.4076;[vendetta_duel_target.GetFirstName]'s blade flashes across my face. There's a sharp sting as everything goes dark, and, but for a moment, I believe myself dead. But the pain I feel doesn't yield to death.\n "I did warn you," [vendetta_duel_target.GetFirstName] says cruelly. "You've seen your last sunrise.";;;;;;;;;;;;x
EVTOPTADecVend.4076;"Aargh!";;;;;;;;;;;;x
EVTDESCDecVend.4077;Justice served, I return home. News of the villain's demise has already spread throughout the capital. I am greeted as a hero, a hand of vengeance, a champion. \nOur enemies will sooner think twice about crossing House [Root.GetOnlyDynastyName].;;;;;;;;;;;;x
EVTOPTADecVend.4077;The vendetta is resolved.;;;;;;;;;;;;x
EVTDESCDecVend.4078;I finally return home to the capital, albeit in disgrace. It comes as something of a relief that I cannot witness the looks of contempt from those around me. I only wish I could have exacted justice from [vendetta_duel_target.GetFirstNameWithNick] before losing my sight.;;;;;;;;;;;;x
EVTOPTADecVend.4078;[vendetta_duel_target.GetHerHisCap] face will haunt this waking dream of blindness.;;;;;;;;;;;;x
EVTDESCDecVend.408;It seems my [GetFromRelation] [From.GetFirstName] was killed pursuing [From.GetHerHis] vendetta against [vendetta_duel_target.GetFirstNameWithNick]. Thus another life is lost.;;;;;;;;;;;;x
EVTOPTADecVend.408;Damn.;;;;;;;;;;;;x







;;;;;;;;;;;;x
