#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
house_motto_19_modifier;"Honor binds us";;;;;;;;;x
house_motto_20;House Motto;;;;;;;;;x
house_motto_20_modifier;"Honor without dishonor";;;;;;;;;x
house_motto_21;House Motto;;;;;;;;;x
house_motto_21_modifier;"One struggle, one people, one destiny";;;;;;;;;x
house_motto_22;House Motto;;;;;;;;;x
house_motto_22_modifier;"Grow forever, never yield";;;;;;;;;x
house_motto_23;House Motto;;;;;;;;;x
house_motto_23_modifier;"Eternal prime";;;;;;;;;x
house_motto_24;House Motto;;;;;;;;;x
house_motto_24_modifier;"Progress through wisdom";;;;;;;;;x
house_motto_25;House Motto;;;;;;;;;x
house_motto_25_modifier;"Alone we shall stand, alone we shall prosper";;;;;;;;;x
house_motto_26;House Motto;;;;;;;;;x
house_motto_26_modifier;"As one, we raise ourselves higher";;;;;;;;;x
house_motto_27;House Motto;;;;;;;;;x
house_motto_27_modifier;"Ever the same, ever the different";;;;;;;;;x
house_motto_28;House Motto;;;;;;;;;x
house_motto_28_modifier;"Never forget";;;;;;;;;x
house_motto_29;House Motto;;;;;;;;;x
house_motto_29_modifier;"Justice and honor reign";;;;;;;;;x
house_motto_30;House Motto;;;;;;;;;x
house_motto_30_modifier;"Live great, die better";;;;;;;;;x
house_motto_31;House Motto;;;;;;;;;x
house_motto_31_modifier;"Truth prevails";;;;;;;;;x
house_motto_32;House Motto;;;;;;;;;x
house_motto_32_modifier;"";;;;;;;;;x
house_motto_33;House Motto;;;;;;;;;x
house_motto_33_modifier;"";;;;;;;;;x
house_motto_34;House Motto;;;;;;;;;x
house_motto_34_modifier;"";;;;;;;;;x
house_motto_35;House Motto;;;;;;;;;x
house_motto_35_modifier;"";;;;;;;;;x
house_motto_36;House Motto;;;;;;;;;x
house_motto_36_modifier;"";;;;;;;;;x
house_motto_37;House Motto;;;;;;;;;x
house_motto_37_modifier;"";;;;;;;;;x
house_motto_38;House Motto;;;;;;;;;x
house_motto_38_modifier;"";;;;;;;;;x
house_motto_39;House Motto;;;;;;;;;x
house_motto_39_modifier;"";;;;;;;;;x
house_motto_40;House Motto;;;;;;;;;x
house_motto_40_modifier;"";;;;;;;;;x
house_motto_41;House Motto;;;;;;;;;x
house_motto_41_modifier;"";;;;;;;;;x
house_motto_42;House Motto;;;;;;;;;x
house_motto_42_modifier;"";;;;;;;;;x
house_motto_43;House Motto;;;;;;;;;x
house_motto_43_modifier;"";;;;;;;;;x
house_motto_44;House Motto;;;;;;;;;x
house_motto_44_modifier;"";;;;;;;;;x
house_motto_45;House Motto;;;;;;;;;x
house_motto_45_modifier;"";;;;;;;;;x
house_motto_46;House Motto;;;;;;;;;x
house_motto_46_modifier;"";;;;;;;;;x
house_motto_47;House Motto;;;;;;;;;x
house_motto_47_modifier;"";;;;;;;;;x
house_motto_48;House Motto;;;;;;;;;x
house_motto_48_modifier;"";;;;;;;;;x
house_motto_49;House Motto;;;;;;;;;x
house_motto_49_modifier;"";;;;;;;;;x
house_motto_50;House Motto;;;;;;;;;x
house_motto_50_modifier;"";;;;;;;;;x
house_motto_51;House Motto;;;;;;;;;x
house_motto_51_modifier;"";;;;;;;;;x
house_motto_52;House Motto;;;;;;;;;x
house_motto_52_modifier;"";;;;;;;;;x
house_motto_53;House Motto;;;;;;;;;x
house_motto_53_modifier;"";;;;;;;;;x
house_motto_54;House Motto;;;;;;;;;x
house_motto_54_modifier;"";;;;;;;;;x
house_motto_55;House Motto;;;;;;;;;x
house_motto_55_modifier;"";;;;;;;;;x
house_motto_56;House Motto;;;;;;;;;x
house_motto_56_modifier;"";;;;;;;;;x
house_motto_57;House Motto;;;;;;;;;x
house_motto_57_modifier;"";;;;;;;;;x
house_motto_58;House Motto;;;;;;;;;x
house_motto_58_modifier;"";;;;;;;;;x
house_motto_59;House Motto;;;;;;;;;x
house_motto_59_modifier;"";;;;;;;;;x
house_motto_60;House Motto;;;;;;;;;x
house_motto_60_modifier;"";;;;;;;;;x
house_motto_61;House Motto;;;;;;;;;x
house_motto_61_modifier;"";;;;;;;;;x
house_motto_62;House Motto;;;;;;;;;x
house_motto_62_modifier;"";;;;;;;;;x
house_motto_63;House Motto;;;;;;;;;x
house_motto_63_modifier;"";;;;;;;;;x
house_motto_64;House Motto;;;;;;;;;x
house_motto_64_modifier;"";;;;;;;;;x
house_motto_65;House Motto;;;;;;;;;x
house_motto_65_modifier;"";;;;;;;;;x
house_motto_66;House Motto;;;;;;;;;x
house_motto_66_modifier;"";;;;;;;;;x
house_motto_67;House Motto;;;;;;;;;x
house_motto_67_modifier;"";;;;;;;;;x
house_motto_68;House Motto;;;;;;;;;x
house_motto_68_modifier;"";;;;;;;;;x
house_motto_69;House Motto;;;;;;;;;x
house_motto_69_modifier;"";;;;;;;;;x
house_motto_70;House Motto;;;;;;;;;x
house_motto_70_modifier;"";;;;;;;;;x
house_motto_71;House Motto;;;;;;;;;x
house_motto_71_modifier;"";;;;;;;;;x
house_motto_72;House Motto;;;;;;;;;x
house_motto_72_modifier;"";;;;;;;;;x
house_motto_73;House Motto;;;;;;;;;x
house_motto_73_modifier;"";;;;;;;;;x
house_motto_74;House Motto;;;;;;;;;x
house_motto_74_modifier;"";;;;;;;;;x
house_motto_75;House Motto;;;;;;;;;x
house_motto_75_modifier;"";;;;;;;;;x
house_motto_76;House Motto;;;;;;;;;x
house_motto_76_modifier;"";;;;;;;;;x
house_motto_77;House Motto;;;;;;;;;x
house_motto_77_modifier;"";;;;;;;;;x
house_motto_78;House Motto;;;;;;;;;x
house_motto_78_modifier;"";;;;;;;;;x
house_motto_79;House Motto;;;;;;;;;x
house_motto_79_modifier;"";;;;;;;;;x
house_motto_80;House Motto;;;;;;;;;x
house_motto_80_modifier;"";;;;;;;;;x
house_motto_81;House Motto;;;;;;;;;x
house_motto_81_modifier;"";;;;;;;;;x
house_motto_82;House Motto;;;;;;;;;x
house_motto_82_modifier;"";;;;;;;;;x
house_motto_83;House Motto;;;;;;;;;x
house_motto_83_modifier;"";;;;;;;;;x
house_motto_84;House Motto;;;;;;;;;x
house_motto_84_modifier;"";;;;;;;;;x
house_motto_85;House Motto;;;;;;;;;x
house_motto_85_modifier;"";;;;;;;;;x
house_motto_86;House Motto;;;;;;;;;x
house_motto_86_modifier;"";;;;;;;;;x
house_motto_87;House Motto;;;;;;;;;x
house_motto_87_modifier;"";;;;;;;;;x
house_motto_88;House Motto;;;;;;;;;x
house_motto_88_modifier;"";;;;;;;;;x
house_motto_89;House Motto;;;;;;;;;x
house_motto_89_modifier;"";;;;;;;;;x
house_motto_90;House Motto;;;;;;;;;x
house_motto_90_modifier;"";;;;;;;;;x
house_motto_91;House Motto;;;;;;;;;x
house_motto_91_modifier;"";;;;;;;;;x
house_motto_92;House Motto;;;;;;;;;x
house_motto_92_modifier;"";;;;;;;;;x
house_motto_93;House Motto;;;;;;;;;x
house_motto_93_modifier;"";;;;;;;;;x
house_motto_94;House Motto;;;;;;;;;x
house_motto_94_modifier;"";;;;;;;;;x
house_motto_95;House Motto;;;;;;;;;x
house_motto_95_modifier;"";;;;;;;;;x
house_motto_96;House Motto;;;;;;;;;x
house_motto_96_modifier;"";;;;;;;;;x
house_motto_97;House Motto;;;;;;;;;x
house_motto_97_modifier;"";;;;;;;;;x
house_motto_98;House Motto;;;;;;;;;x
house_motto_98_modifier;"";;;;;;;;;x
house_motto_99;House Motto;;;;;;;;;x
house_motto_99_modifier;"";;;;;;;;;x
