learning_desc;This character is devoting a significant part if his time to study a particular subject;;;;Este personaje está dedicando una parte importante si su tiempo para estudiar un tema en particular;;;;;;;;;x;;;;;;;;;;;;;;
focused_ruler;Focused Ruler;;;;Regla enfocada;;;;;;;;;x;;;;;;;;;;;;;;
focused_ruler_desc;This character doesn't let personal matters to interfere on responsibilities assumed;;;;Este personaje no permite que los asuntos personales interfieran en las responsabilidades asumidas.;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972006;The Tutor;;;;El tutor;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972006;I have always enjoyed the company of [Root.Liege.GetTitledFirstName]. One day, after some interesting discussion with my Liege, it occurred to me to offer my services to teach [Root.Liege.GetHerHim] a subject I mastered. Besides the joy of sharing my knowledge with my Liege, this would certainly improve my influence at the court...;;;;Siempre me ha gustado la compañía de [Root.Liege.GetTitledFirstName]. Un día, después de una discusión interesante con mi feudal, se me ocurrió ofrecer mis servicios para enseñar [Root.Liege.GetHerHim] un tema que dominé. Además de la alegría de compartir mis conocimientos con mi feudal, esto ciertamente mejoraría mi influencia en la corte ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972006;Lets see if [Root.Liege.GetSheHeCap] agrees...;;;;Veamos si [Root.Liege.GetSheHeCap] está de acuerdo ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972007;The Tutor;;;;El tutor;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972007;One day, during a leisurely afternoon, one of my courtiers offers to spend the time to teach me a particular subject matter. What do I want to learn?;;;;Un día, durante una tarde tranquila, uno de mis cortesanos se ofrece a pasar el tiempo para enseñarme un tema en particular. ¿Qué quiero aprender?;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972007;Teach me about strategy;;;;Enséñame sobre estrategia;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTB1972007;Teach me about diplomacy;;;;Enséñame sobre diplomacia;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTC1972007;Teach me about management;;;;Enséñame sobre administración;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTD1972007;Teach me about intrigue;;;;Enséñame sobre intriga;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTE1972007;Teach me about philosophy;;;;Enséñame sobre filosofía;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTF1972007;I have better things to do with my time, thank you...;;;;Tengo mejores cosas que hacer con mi tiempo, gracias ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972008;A Very Special Pupil;;;;Un alumno muy especial;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972008;I am delighted to know that [Root.Liege.GetTitledFirstName] accepted your suggestion!;;;;¡Me alegra saber que [Root.Liege.GetTitledFirstName] aceptó su sugerencia!;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972008;Good!;;;;¡Bueno!;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972009;Refusal;;;;Negativa;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972009;Unfortunately my Liege is not interested in spending the time to try to improve [Root.Liege.GetHerHis] knowledge...;;;;Desafortunadamente, mi Liege no está interesado en pasar el tiempo para tratar de mejorar el conocimiento [Root.Liege.GetHerHis] ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972009;Perhaps another time...;;;;Tal vez en otro momento...;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972010;A Gifted Guardian;;;;Un guardián dotado;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972010;My time with my guardian is very well spent and the results speak for themselves…;;;;Mi tiempo con mi tutor está muy bien aprovechado y los resultados hablan por sí mismos ...;;;;;;;;;x;;;;;;;;;;;;;;
EVOPTA1972010;Maybe one day I'll best my guardian...;;;;Quizás algún día sea mejor mi tutor ...;;;;;;;;;x;;;;;;;;;;;;;;
DA_CUSTOMTOOLTIP2;Your skill improves because your guardian has the Tutor trait;;;;Tu habilidad mejora porque tu tutor tiene el rasgo de Tutor;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972011;The Path of Knowledge;;;;El camino del conocimiento;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972011;One plus one is two, two plus two is four, three plus three is s…\n...as I spend my time teaching others, I begin to wonder if this is my path, to share what I know with students, to instruct them, to help them being achievers. Certainly I enjoy tutoring, so a decision must be made.;;;;Uno más uno es dos, dos más dos son cuatro, tres más tres es s ...\n... a medida que paso el tiempo enseñando a otros, empiezo a preguntarme si este es mi camino, compartir lo que sé con los estudiantes, para instruirlos, para ayudarlos a ser triunfadores. Ciertamente disfruto de la tutoría, por lo que se debe tomar una decisión.;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972011;This is my path!;;;;Este es mi camino!;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTB1972011;This is not my path…;;;;Este no es mi camino ...;;;;;;;;;x;;;;;;;;;;;;;;
resting;Resting;;;;Descansando;;;;;;;;;x;;;;;;;;;;;;;;
resting_desc;This character is resting in the countryside trying to recover from stress.;;;;Este personaje descansa en el campo tratando de recuperarse del estrés.;;;;;;;;;x;;;;;;;;;;;;;;
decision_rest;Seek some Rest;;;;Busca un poco de descanso;;;;;;;;;x;;;;;;;;;;;;;;
decision_rest_desc;Ah… a bucolic, rural environment! As I am stressed, how about moving to a calm place, delegate the responsibility of running the country in one of my courtiers and rest a little until the stress subsides?;;;;¡Ah ... un ambiente rural bucólico! Como estoy estresado, ¿qué tal si me mudo a un lugar tranquilo, delegue la responsabilidad de administrar el país en uno de mis cortesanos y descanse un poco hasta que el estrés disminuya?;;;;;;;;;x;;;;;;;;;;;;;;
decision_break_rest;Break my Rest;;;;Romper mi descanso;;;;;;;;;x;;;;;;;;;;;;;;
decision_break_rest_desc;I can assume your responsibilities when I decide but as my rest was not complete, I continue to be stressed.;;;;Puedo asumir sus responsabilidades cuando decida, pero como mi descanso no fue completo, sigo estresado.;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972012;My rest and retreat did wonders to my mind and now I feel relaxed and at peace with the world and within myself...;;;;Mi descanso y retiro me hicieron maravillas y ahora me siento relajado y en paz con el mundo y dentro de mí ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972012;Time to return to my duties!;;;;¡Hora de volver a mis deberes!;;;;;;;;;x;;;;;;;;;;;;;;
instability_2;Rebellious Province;;;;Provincia rebelde;;;;;;;;;x;;;;;;;;;;;;;;
instability_2_desc;This province passes by a period of extreme strife;;;;Esta provincia pasa por un período de extrema lucha.;;;;;;;;;x;;;;;;;;;;;;;;
instability_1;Restless Province;;;;Provincia inquieta;;;;;;;;;x;;;;;;;;;;;;;;
instability_1_desc;This province passes by a period of conflict;;;;Esta provincia pasa por un período de conflicto.;;;;;;;;;x;;;;;;;;;;;;;;
stability_1;Peaceful Province;;;;Provincia pacífica;;;;;;;;;x;;;;;;;;;;;;;;
stability_1_desc;This province passes by a period of placid sentiment;;;;Esta provincia pasa por un período de plácido sentimiento.;;;;;;;;;x;;;;;;;;;;;;;;
stability_2;Serene Province;;;;Provincia serena;;;;;;;;;x;;;;;;;;;;;;;;
stability_2_desc;This province passes by a period of harmony;;;;Esta provincia pasa por un período de armonía.;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972015;Stability Increases in [Root.GetName];;;;La estabilidad aumenta en [Root.GetName];;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972015;Due to positive events outside my control, the province of [Root.GetName] improves its stability.;;;;Debido a eventos positivos fuera de mi control, la provincia de [Root.GetName] mejora su estabilidad.;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972015;Time to Rejoice!;;;;¡Hora de alegrarse!;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972016;Stability Declines in [Root.GetName];;;;La estabilidad disminuye en [Root.GetName];;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972016;Due to negative events outside my control, the province of [Root.GetName] sees its stability decline.;;;;Debido a eventos negativos que están fuera de mi control, la provincia de [Root.GetName] ve disminuir su estabilidad.;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972016;Worrisome…;;;;Inquietante…;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972017;A Cruel Streak;;;;Una racha cruel;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972017;My law is harsh and merciless in [Root.GetName]. Order is kept by exemplary and creative punishment across my demesne. A ear for the spreading of rumours? Nay, in my territories the price for a minor crime is immediately an hand!\n\nAs it should be. ;;;;Mi ley es dura y despiadada en [Root.GetName]. El orden se mantiene mediante un castigo ejemplar y creativo en todo mi mundo. ¿Un oído para difundir rumores? ¡No, en mis territorios el precio de un delito menor es inmediatamente una mano!\n\nComo debería ser.;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972017;Sometimes my strictness brings restlessness in my provinces…;;;;A veces mi rigor provoca inquietud en mis provincias ...;;;;;;;;;x;;;;;;;;;;;;;;
DA_CUSTOMTOOLTIP3;Besides the apparent reason, a low Stewardship also influences the frequency of this event;;;;Además de la razón aparente, una baja administración también influye en la frecuencia de este evento;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972018;Personal Whim;;;;Capricho personal;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972018;I don't like the men in front of me. They came petitioning for better governance in [Root.GetName] but I don't care about their reasons... besides, the one to the left has green eyes. I make a point to never trust green eyes.\n\nThese men will be treated with contempt and will get nothing from me!;;;;No me gustan los hombres delante de mí. Vinieron solicitando una mejor gobernanza en [Root.GetName] pero no me importan sus razones ... además, el de la izquierda tiene ojos verdes. Propongo no confiar nunca en los ojos verdes.\n\n¡Estos hombres serán tratados con desprecio y no recibirán nada de mí!;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972018;I wonder why these peasants are restless…;;;;Me pregunto por qué estos campesinos están inquietos ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972019;A Lack of Self Control;;;;La falta de autocontrol;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972019;When the peasant leaders presented me a petition to improve their life conditions in [Root.GetName] I tried to refute their reasoning, while starting to feel the embers inside my chest getting hotter. I did not agree with them!\n\nMy vision started to darken and I let all my wrath escape in a tirade of insults that sent everyone in the room aback!;;;;Cuando los líderes campesinos me presentaron una petición para mejorar sus condiciones de vida en [Root.GetName] intenté refutar su razonamiento, mientras comenzaba a sentir que las brasas dentro de mi pecho se calentaban. ¡No estaba de acuerdo con ellos!\n\n¡Mi visión comenzó a oscurecerse y dejé escapar toda mi ira en una diatriba de insultos que sorprendió a todos en la sala!;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972019;Patience is for the weak!;;;;¡La paciencia es para los débiles!;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972020;A Price for War;;;;Un precio para la guerra;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972020;Peasants in [Root.GetName] complain about the conditions brought by the present state of war. As I need to keep the big picture in consideration, they talk about the suffering of their community and disclose both their restlessness about the present situation as well as the concerns about the future...;;;;Los campesinos en [Root.GetName] se quejan de las condiciones traídas por el estado actual de la guerra. Como necesito tener en cuenta el panorama general, hablan sobre el sufrimiento de su comunidad y revelan tanto su inquietud sobre la situación actual como las preocupaciones sobre el futuro ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972020;There is a local cost in [Root.GetName] to the present war…;;;;Hay un costo local en [Root.GetName] para la guerra actual ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972022;A Kind Heart;;;;Un corazón amable;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972022;The good peasants of [Root.GetName] came to me complaining about their local leaders in the province. These souls need to be embraced by my warmth and inspired by my empathy… only after listening to them and assuage their concerns are they ready to defy their hard lot in life with a smile in their faces!;;;;Los buenos campesinos de [Root.GetName] vinieron a mí quejándose de sus líderes locales en la provincia. ¡Estas almas necesitan ser abrazadas por mi calor e inspiradas por mi empatía ... solo después de escucharlas y calmar sus preocupaciones están listas para desafiar su vida difícil con una sonrisa en sus caras!;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972022;Goodness shall prevail!;;;;¡La bondad prevalecerá!;;;;;;;;;x;;;;;;;;;;;;;;
DA_CUSTOMTOOLTIP4;Besides the apparent reason, a high Stewardship also influences the frequency of this event;;;;Además de la razón aparente, una alta administración también influye en la frecuencia de este evento;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972021;On Greed;;;;En avaricia;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972021;When the peasant leaders presented me a petition to improve their life conditions in [Root.GetName] I immediately thought about a list of demands to offer them as a counter proposal. I want them to pay more taxes, I want them to eat less to tax them even more, I want the fairest of them to service me in my court, I want the strongest of them for my armies, I want them to work more, I want...;;;;Cuando los líderes campesinos me presentaron una petición para mejorar sus condiciones de vida en [Root.GetName], inmediatamente pensé en una lista de demandas para ofrecerlas como contrapropuesta. Quiero que paguen más impuestos, quiero que coman menos para gravarlos aún más, quiero que los más justos me sirvan en mi corte, quiero al más fuerte de ellos para mis ejércitos, quiero que trabajen más, Yo quiero...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972021;I want it all!;;;;¡Lo quiero todo!;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972023;The Gift;;;;El don;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972023; '...and take this small gift, using it to improve the conditions in [Root.GetName] as you please. Be thankful for serving a ruler who always has a soft spot for the suffering of the peasants. Return now to your province under my protection and gather the fruits of my largesse'.\n\n Thus I spoke to the peasant leaders that came to me looking for guidance.;;;; '... y toma este pequeño regalo, utilizándolo para mejorar las condiciones en [Root.GetName] como quieras. Sé agradecido por servir a un gobernante que siempre tiene debilidad por el sufrimiento de los campesinos. Regresa ahora a tu provincia bajo mi protección y recoge los frutos de mi generosidad.\n\n Así hablé con los líderes campesinos que vinieron a mí en busca de orientación.;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972023;The joys of charity…;;;;Las alegrías de la caridad ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972024;Industriousness;;;;Laboriosidad;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972024;As the local leaders of [Root.GetName] state their complaints, I take notes and write a list to diligently address those concerns in due time. It always pays off to have a plain conversation with people with direct knowledge of the issues at hand. I might not agree with everything, but at least those who talk to me will understand their opinion matters and things get ultimately done.;;;;A medida que los líderes locales de [Root.GetName] exponen sus quejas, tomo notas y escribo una lista para abordar esas inquietudes diligentemente a su debido tiempo. Siempre vale la pena tener una conversación sencilla con personas con conocimiento directo de los problemas en cuestión. Puede que no esté de acuerdo con todo, pero al menos aquellos que me hablan entenderán sus opiniones y las cosas finalmente se harán.;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972024;I value competence above all;;;;Valoro la competencia sobre todo;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972025;Sound Decisions;;;;Decisiones acertadas;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972025;When I met the peasant leaders of [Root.GetName] I was able to hear their complaints and to form an opinion on their requests. I then used my best judgement to concede on their just appeals. I never allowed my position of power to blur my thought but I was also adamant with my decisions against void complaints. In the end, everyone was blessed with my sense of justice.;;;;Cuando conocí a los líderes campesinos de [Root.GetName] pude escuchar sus quejas y formar una opinión sobre sus solicitudes. Luego utilicé mi mejor juicio para concederles sus justas apelaciones. Nunca permití que mi posición de poder desdibujara mi pensamiento, pero también fui inflexible con mis decisiones contra las quejas nulas. Al final, todos fueron bendecidos con mi sentido de la justicia.;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972025;Thus, things tend to improve;;;;Por lo tanto, las cosas tienden a mejorar;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972026;Wise Focus;;;;Enfoque sabio;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972026;As I decided to place the crown focus on [Root.GetName], the whole council started to devise ways to improve the provincial stability. The efforts paid off now as the situation on the terrain improved markedly.;;;;Cuando decidí poner el foco de la corona en [Root.GetName], todo el consejo comenzó a idear formas de mejorar la estabilidad provincial. Los esfuerzos dieron sus frutos ahora que la situación en el terreno mejoró notablemente.;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972026;Very well;;;;Muy bien;;;;;;;;;x;;;;;;;;;;;;;;
DA_CUSTOMTOOLTIP5;Besides having the Deceitful personality trait, the success of this event depends on the character Intrigue. Also, pay attention if this character ever attempted before this action without success he is known to be a famous liar, thus turning the success chance lower.;;;;Además de tener el rasgo de personalidad engañosa, el éxito de este evento depende de la intriga del personaje. Además, presta atención si este personaje alguna vez intentó antes de esta acción sin éxito, se sabe que es un mentiroso famoso, reduciendo así la posibilidad de éxito.;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972027;A Cunning Plan;;;;Un plan astuto;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972027;While I considered the stability of my demesne, I started toying with an idea. How about addressing the local peasant leaders in one of the provinces and bend the truth to improve the stability there? How about telling a fantasy intermingled with true facts to sweeten the peasants' mood? And if someone calls me for what I truly am - a liar - I counter the truth as rumours... or better yet, let’s call it… 'fake news'... Sounds nice, eh??;;;;Mientras consideraba la estabilidad de mi heredad, comencé a jugar con una idea. ¿Qué tal dirigirse a los líderes campesinos locales en una de las provincias y doblegar la verdad para mejorar la estabilidad allí? ¿Qué tal contar una fantasía entremezclada con hechos reales para endulzar el estado de ánimo de los campesinos? Y si alguien me llama por lo que realmente soy, un mentiroso, contrarresto la verdad como rumores ... o mejor aún, llamémoslo ... 'noticias falsas' ... Suena bien, ¿eh?;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972027;Proceed with the plan;;;;Continuar con el plan;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTB1972027;It's too risky…;;;;Es demasiado arriesgado ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972028;Success!;;;;¡Éxito!;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972028;The scheduled meeting with the local peasant leaders of [Root.GetName] was a success. The fools never had a clue about my hollow arguments and fallacies!;;;;La reunión programada con los líderes campesinos locales de [Root.GetName] fue un éxito. ¡Los tontos nunca tuvieron idea de mis vacíos argumentos y falacias!;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972028;It pays off to be Deceitful…;;;;Vale la pena ser engañoso ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972029;Failure…;;;;Fracaso…;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972029;The scheduled meeting with the local peasant leaders of [Root.GetName] was a failure. I was questioned about my arguments and my fallacies were never believed by the damned peasants I bothered to address!\nWorse, word spread among the whole demesne of my big lies, heavily damaging my prestige...;;;;La reunión programada con los líderes campesinos locales de [Root.GetName] fue un fracaso. ¡Me interrogaron sobre mis argumentos y los campesinos condenados a los que me molesté nunca me creyeron mis falacias! \nPero peor, se corrió la voz entre todo el mundo de mis grandes mentiras, dañando mucho mi prestigio ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972029;I should have kept my mouth shut!;;;;¡Debería haber mantenido la boca cerrada!;;;;;;;;;x;;;;;;;;;;;;;;
DA_CUSTOMTOOLTIP6;Besides having the Gregarious personality trait, the success of this event depends on the character Diplomacy.;;;;Además de tener el rasgo de personalidad gregario, el éxito de este evento depende de la diplomacia del personaje.;;;;;;;;;x;;;;;;;;;;;;;;
DA_CUSTOMTOOLTIP7;This option means you don't risk anything but get no particular effect for your speech;;;;Esta opción significa que no arriesgas nada pero no obtienes ningún efecto particular en tu discurso;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972030;The Speech;;;;El discurso;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972030;For long, the stability situation in my demesne have consumed my thoughts. I have decided to apply my gregariousness in a big address in the capital of [Root.GetName]. So, here I am, facing peasants, holy men and traders and there they are, facing me and expecting an inspiration to turn their lives less cumbersome...\nThe speech begins now.;;;;Durante mucho tiempo, la situación de estabilidad en mi heredad ha consumido mis pensamientos. He decidido aplicar mi gregariedad en una gran dirección en la capital de [Root.GetName]. Entonces, aquí estoy, frente a campesinos, hombres santos y comerciantes y allí están, frente a mí y esperando una inspiración para volver sus vidas menos engorrosas ... \nEl discurso comienza ahora.;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972030;Try to give a rousing speech;;;;Intenta dar un discurso entusiasta;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTB1972030;Say some platitudes and leave;;;;Di algunos tópicos y vete;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972031;Success!;;;;¡Éxito!;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972031;The speech was long and inspired. The metaphors came naturally. Those attending were enthralled by what I said and how I said it. It was a performance worth of a Cicero!;;;;El discurso fue largo e inspirado. Las metáforas surgieron naturalmente. Los asistentes quedaron cautivados por lo que dije y cómo lo dije. ¡Fue una actuación digna de un Cicero!;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972031;Excellent!;;;;¡Excelente!;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972032;Failure…;;;;Fracaso…;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972032;The speech was long but uninspired. Those attending thought about myself as a bore…;;;;El discurso fue largo pero sin inspiración. Los asistentes pensaron en mí como un aburrido ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972032;I should have kept my mouth shut!;;;;¡Debería haber mantenido la boca cerrada!;;;;;;;;;x;;;;;;;;;;;;;;
DA_CUSTOMTOOLTIP8;Besides having the Brave personality trait, the success of this event depends on the character Martial.;;;;Además de tener el rasgo de personalidad valiente, el éxito de este evento depende del personaje marcial.;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972033;A Brave Soul;;;;Un alma valiente;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972033;Looking at the map, my eyes fix the province of [Root.GetName]. It would be interesting to use my martial skill and impress the people there. I will travel with a single escort across the province, visiting the most important places and talking with the local leaders there. I will move the people by my courage and my availability.\n Yes, it sounds like a plan!;;;;Al mirar el mapa, mis ojos fijan la provincia de [Root.GetName]. Sería interesante usar mi habilidad marcial e impresionar a la gente de allí. Viajaré con una sola escolta por la provincia, visitaré los lugares más importantes y hablaré con los líderes locales allí. Moveré a las personas por mi coraje y mi disponibilidad.\nSí, ¡parece un plan!;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972033;Pick your best bodyguard and go;;;;Elige tu mejor guardaespaldas y vete;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTB1972033;No, it doesn't sound like a plan. Only a fool would travel unprotected!;;;;No, no suena como un plan. ¡Solo un tonto viajaría sin protección!;;;;;;;;;x;;;;;;;;;;;;;;
