b_rio_de_janeiro;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;x
b_rio_de_janeiro-ii;Rio de Janeiro-II;Rio de Janeiro-II;Rio de Janeiro-II;Rio de Janeiro-II;Rio de Janeiro-II;Rio de Janeiro-II;Rio de Janeiro-II;Rio de Janeiro-II;Rio de Janeiro-II;Rio de Janeiro-II;Rio de Janeiro-II;Rio de Janeiro-II;Rio de Janeiro-II;x
b_rio_de_janeiro-iii;Rio de Janeiro-III;Rio de Janeiro-III;Rio de Janeiro-III;Rio de Janeiro-III;Rio de Janeiro-III;Rio de Janeiro-III;Rio de Janeiro-III;Rio de Janeiro-III;Rio de Janeiro-III;Rio de Janeiro-III;Rio de Janeiro-III;Rio de Janeiro-III;Rio de Janeiro-III;x
b_rio_de_janeiro-iv;Rio de Janeiro-IV;Rio de Janeiro-IV;Rio de Janeiro-IV;Rio de Janeiro-IV;Rio de Janeiro-IV;Rio de Janeiro-IV;Rio de Janeiro-IV;Rio de Janeiro-IV;Rio de Janeiro-IV;Rio de Janeiro-IV;Rio de Janeiro-IV;Rio de Janeiro-IV;Rio de Janeiro-IV;x
b_rio_de_janeiro-v;Rio de Janeiro-V;Rio de Janeiro-V;Rio de Janeiro-V;Rio de Janeiro-V;Rio de Janeiro-V;Rio de Janeiro-V;Rio de Janeiro-V;Rio de Janeiro-V;Rio de Janeiro-V;Rio de Janeiro-V;Rio de Janeiro-V;Rio de Janeiro-V;Rio de Janeiro-V;x
b_rio_de_janeiro-vi;Rio de Janeiro-VI;Rio de Janeiro-VI;Rio de Janeiro-VI;Rio de Janeiro-VI;Rio de Janeiro-VI;Rio de Janeiro-VI;Rio de Janeiro-VI;Rio de Janeiro-VI;Rio de Janeiro-VI;Rio de Janeiro-VI;Rio de Janeiro-VI;Rio de Janeiro-VI;Rio de Janeiro-VI;x
b_manaus;Manaus;Manaus;Manaus;Manaus;Manaus;Manaus;Manaus;Manaus;Manaus;Manaus;Manaus;Manaus;Manaus;x
b_manaus-ii;Manaus-II;Manaus-II;Manaus-II;Manaus-II;Manaus-II;Manaus-II;Manaus-II;Manaus-II;Manaus-II;Manaus-II;Manaus-II;Manaus-II;Manaus-II;x
b_manaus-iii;Manaus-III;Manaus-III;Manaus-III;Manaus-III;Manaus-III;Manaus-III;Manaus-III;Manaus-III;Manaus-III;Manaus-III;Manaus-III;Manaus-III;Manaus-III;x
b_manaus-iv;Manaus-IV;Manaus-IV;Manaus-IV;Manaus-IV;Manaus-IV;Manaus-IV;Manaus-IV;Manaus-IV;Manaus-IV;Manaus-IV;Manaus-IV;Manaus-IV;Manaus-IV;x
b_manaus-v;Manaus-V;Manaus-V;Manaus-V;Manaus-V;Manaus-V;Manaus-V;Manaus-V;Manaus-V;Manaus-V;Manaus-V;Manaus-V;Manaus-V;Manaus-V;x
b_manaus-vi;Manaus-VI;Manaus-VI;Manaus-VI;Manaus-VI;Manaus-VI;Manaus-VI;Manaus-VI;Manaus-VI;Manaus-VI;Manaus-VI;Manaus-VI;Manaus-VI;Manaus-VI;x
b_amapa;Amapa;Amapa;Amapa;Amapa;Amapa;Amapa;Amapa;Amapa;Amapa;Amapa;Amapa;Amapa;Amapa;x
b_amapa-ii;Amapa-II;Amapa-II;Amapa-II;Amapa-II;Amapa-II;Amapa-II;Amapa-II;Amapa-II;Amapa-II;Amapa-II;Amapa-II;Amapa-II;Amapa-II;x
b_amapa-iii;Amapa-III;Amapa-III;Amapa-III;Amapa-III;Amapa-III;Amapa-III;Amapa-III;Amapa-III;Amapa-III;Amapa-III;Amapa-III;Amapa-III;Amapa-III;x
b_amapa-iv;Amapa-IV;Amapa-IV;Amapa-IV;Amapa-IV;Amapa-IV;Amapa-IV;Amapa-IV;Amapa-IV;Amapa-IV;Amapa-IV;Amapa-IV;Amapa-IV;Amapa-IV;x
b_barcelos1;Barcelos;Barcelos;Barcelos;Barcelos;Barcelos;Barcelos;Barcelos;Barcelos;Barcelos;Barcelos;Barcelos;Barcelos;Barcelos;x
b_barcelos-ii;Barcelos-II;Barcelos-II;Barcelos-II;Barcelos-II;Barcelos-II;Barcelos-II;Barcelos-II;Barcelos-II;Barcelos-II;Barcelos-II;Barcelos-II;Barcelos-II;Barcelos-II;x
b_barcelos-iii;Barcelos-III;Barcelos-III;Barcelos-III;Barcelos-III;Barcelos-III;Barcelos-III;Barcelos-III;Barcelos-III;Barcelos-III;Barcelos-III;Barcelos-III;Barcelos-III;Barcelos-III;x
b_barcelos-iv;Barcelos-IV;Barcelos-IV;Barcelos-IV;Barcelos-IV;Barcelos-IV;Barcelos-IV;Barcelos-IV;Barcelos-IV;Barcelos-IV;Barcelos-IV;Barcelos-IV;Barcelos-IV;Barcelos-IV;x
b_barra;Barra;Barra;Barra;Barra;Barra;Barra;Barra;Barra;Barra;Barra;Barra;Barra;Barra;x
b_barra-ii;Barra-II;Barra-II;Barra-II;Barra-II;Barra-II;Barra-II;Barra-II;Barra-II;Barra-II;Barra-II;Barra-II;Barra-II;Barra-II;x
b_barra-iii;Barra-III;Barra-III;Barra-III;Barra-III;Barra-III;Barra-III;Barra-III;Barra-III;Barra-III;Barra-III;Barra-III;Barra-III;Barra-III;x
b_barra-iv;Barra-IV;Barra-IV;Barra-IV;Barra-IV;Barra-IV;Barra-IV;Barra-IV;Barra-IV;Barra-IV;Barra-IV;Barra-IV;Barra-IV;Barra-IV;x
b_ceara;Ceara;Ceara;Ceara;Ceara;Ceara;Ceara;Ceara;Ceara;Ceara;Ceara;Ceara;Ceara;Ceara;x
b_ceara-ii;Ceara-II;Ceara-II;Ceara-II;Ceara-II;Ceara-II;Ceara-II;Ceara-II;Ceara-II;Ceara-II;Ceara-II;Ceara-II;Ceara-II;Ceara-II;x
b_ceara-iii;Ceara-III;Ceara-III;Ceara-III;Ceara-III;Ceara-III;Ceara-III;Ceara-III;Ceara-III;Ceara-III;Ceara-III;Ceara-III;Ceara-III;Ceara-III;x
b_ceara-iv;Ceara-IV;Ceara-IV;Ceara-IV;Ceara-IV;Ceara-IV;Ceara-IV;Ceara-IV;Ceara-IV;Ceara-IV;Ceara-IV;Ceara-IV;Ceara-IV;Ceara-IV;x
b_cuiaba;Cuiaba;Cuiaba;Cuiaba;Cuiaba;Cuiaba;Cuiaba;Cuiaba;Cuiaba;Cuiaba;Cuiaba;Cuiaba;Cuiaba;Cuiaba;x
b_cuiaba-ii;Cuiaba-II;Cuiaba-II;Cuiaba-II;Cuiaba-II;Cuiaba-II;Cuiaba-II;Cuiaba-II;Cuiaba-II;Cuiaba-II;Cuiaba-II;Cuiaba-II;Cuiaba-II;Cuiaba-II;x
b_cuiaba-iii;Cuiaba-III;Cuiaba-III;Cuiaba-III;Cuiaba-III;Cuiaba-III;Cuiaba-III;Cuiaba-III;Cuiaba-III;Cuiaba-III;Cuiaba-III;Cuiaba-III;Cuiaba-III;Cuiaba-III;x
b_cuiaba-iv;Cuiaba-IV;Cuiaba-IV;Cuiaba-IV;Cuiaba-IV;Cuiaba-IV;Cuiaba-IV;Cuiaba-IV;Cuiaba-IV;Cuiaba-IV;Cuiaba-IV;Cuiaba-IV;Cuiaba-IV;Cuiaba-IV;x
b_diamentina;Diamentina;Diamentina;Diamentina;Diamentina;Diamentina;Diamentina;Diamentina;Diamentina;Diamentina;Diamentina;Diamentina;Diamentina;Diamentina;x
b_diamentina-ii;Diamentina-II;Diamentina-II;Diamentina-II;Diamentina-II;Diamentina-II;Diamentina-II;Diamentina-II;Diamentina-II;Diamentina-II;Diamentina-II;Diamentina-II;Diamentina-II;Diamentina-II;x
b_diamentina-iii;Diamentina-III;Diamentina-III;Diamentina-III;Diamentina-III;Diamentina-III;Diamentina-III;Diamentina-III;Diamentina-III;Diamentina-III;Diamentina-III;Diamentina-III;Diamentina-III;Diamentina-III;x
b_diamentina-iv;Diamentina-IV;Diamentina-IV;Diamentina-IV;Diamentina-IV;Diamentina-IV;Diamentina-IV;Diamentina-IV;Diamentina-IV;Diamentina-IV;Diamentina-IV;Diamentina-IV;Diamentina-IV;Diamentina-IV;x
b_goias;Goias;Goias;Goias;Goias;Goias;Goias;Goias;Goias;Goias;Goias;Goias;Goias;Goias;x
b_goias-ii;Goias-II;Goias-II;Goias-II;Goias-II;Goias-II;Goias-II;Goias-II;Goias-II;Goias-II;Goias-II;Goias-II;Goias-II;Goias-II;x
b_goias-iii;Goias-III;Goias-III;Goias-III;Goias-III;Goias-III;Goias-III;Goias-III;Goias-III;Goias-III;Goias-III;Goias-III;Goias-III;Goias-III;x
b_goias-iv;Goias-IV;Goias-IV;Goias-IV;Goias-IV;Goias-IV;Goias-IV;Goias-IV;Goias-IV;Goias-IV;Goias-IV;Goias-IV;Goias-IV;Goias-IV;x
b_guapore;Guapore;Guapore;Guapore;Guapore;Guapore;Guapore;Guapore;Guapore;Guapore;Guapore;Guapore;Guapore;Guapore;x
b_guapore-ii;Guapore-II;Guapore-II;Guapore-II;Guapore-II;Guapore-II;Guapore-II;Guapore-II;Guapore-II;Guapore-II;Guapore-II;Guapore-II;Guapore-II;Guapore-II;x
b_guapore-iii;Guapore-III;Guapore-III;Guapore-III;Guapore-III;Guapore-III;Guapore-III;Guapore-III;Guapore-III;Guapore-III;Guapore-III;Guapore-III;Guapore-III;Guapore-III;x
b_guapore-iv;Guapore-IV;Guapore-IV;Guapore-IV;Guapore-IV;Guapore-IV;Guapore-IV;Guapore-IV;Guapore-IV;Guapore-IV;Guapore-IV;Guapore-IV;Guapore-IV;Guapore-IV;x
b_guayra;Guayra;Guayra;Guayra;Guayra;Guayra;Guayra;Guayra;Guayra;Guayra;Guayra;Guayra;Guayra;Guayra;x
b_guayra-ii;Guayra-II;Guayra-II;Guayra-II;Guayra-II;Guayra-II;Guayra-II;Guayra-II;Guayra-II;Guayra-II;Guayra-II;Guayra-II;Guayra-II;Guayra-II;x
b_guayra-iii;Guayra-III;Guayra-III;Guayra-III;Guayra-III;Guayra-III;Guayra-III;Guayra-III;Guayra-III;Guayra-III;Guayra-III;Guayra-III;Guayra-III;Guayra-III;x
b_guayra-iv;Guayra-IV;Guayra-IV;Guayra-IV;Guayra-IV;Guayra-IV;Guayra-IV;Guayra-IV;Guayra-IV;Guayra-IV;Guayra-IV;Guayra-IV;Guayra-IV;Guayra-IV;x
b_itamaraca;Itamaraca;Itamaraca;Itamaraca;Itamaraca;Itamaraca;Itamaraca;Itamaraca;Itamaraca;Itamaraca;Itamaraca;Itamaraca;Itamaraca;Itamaraca;x
b_itamaraca-ii;Itamaraca-II;Itamaraca-II;Itamaraca-II;Itamaraca-II;Itamaraca-II;Itamaraca-II;Itamaraca-II;Itamaraca-II;Itamaraca-II;Itamaraca-II;Itamaraca-II;Itamaraca-II;Itamaraca-II;x
b_itamaraca-iii;Itamaraca-III;Itamaraca-III;Itamaraca-III;Itamaraca-III;Itamaraca-III;Itamaraca-III;Itamaraca-III;Itamaraca-III;Itamaraca-III;Itamaraca-III;Itamaraca-III;Itamaraca-III;Itamaraca-III;x
b_itamaraca-iv;Itamaraca-IV;Itamaraca-IV;Itamaraca-IV;Itamaraca-IV;Itamaraca-IV;Itamaraca-IV;Itamaraca-IV;Itamaraca-IV;Itamaraca-IV;Itamaraca-IV;Itamaraca-IV;Itamaraca-IV;Itamaraca-IV;x
b_maranhao;Maranhao;Maranhao;Maranhao;Maranhao;Maranhao;Maranhao;Maranhao;Maranhao;Maranhao;Maranhao;Maranhao;Maranhao;Maranhao;x
b_maranhao-ii;Maranhao-II;Maranhao-II;Maranhao-II;Maranhao-II;Maranhao-II;Maranhao-II;Maranhao-II;Maranhao-II;Maranhao-II;Maranhao-II;Maranhao-II;Maranhao-II;Maranhao-II;x
b_maranhao-iii;Maranhao-III;Maranhao-III;Maranhao-III;Maranhao-III;Maranhao-III;Maranhao-III;Maranhao-III;Maranhao-III;Maranhao-III;Maranhao-III;Maranhao-III;Maranhao-III;Maranhao-III;x
b_maranhao-iv;Maranhao-IV;Maranhao-IV;Maranhao-IV;Maranhao-IV;Maranhao-IV;Maranhao-IV;Maranhao-IV;Maranhao-IV;Maranhao-IV;Maranhao-IV;Maranhao-IV;Maranhao-IV;Maranhao-IV;x
b_minas_gerais;Minas Gerais;Minas Gerais;Minas Gerais;Minas Gerais;Minas Gerais;Minas Gerais;Minas Gerais;Minas Gerais;Minas Gerais;Minas Gerais;Minas Gerais;Minas Gerais;Minas Gerais;x
b_minas_gerais-ii;Minas Gerais-II;Minas Gerais-II;Minas Gerais-II;Minas Gerais-II;Minas Gerais-II;Minas Gerais-II;Minas Gerais-II;Minas Gerais-II;Minas Gerais-II;Minas Gerais-II;Minas Gerais-II;Minas Gerais-II;Minas Gerais-II;x
b_minas_gerais-iii;Minas Gerais-III;Minas Gerais-III;Minas Gerais-III;Minas Gerais-III;Minas Gerais-III;Minas Gerais-III;Minas Gerais-III;Minas Gerais-III;Minas Gerais-III;Minas Gerais-III;Minas Gerais-III;Minas Gerais-III;Minas Gerais-III;x
b_minas_gerais-iv;Minas Gerais-IV;Minas Gerais-IV;Minas Gerais-IV;Minas Gerais-IV;Minas Gerais-IV;Minas Gerais-IV;Minas Gerais-IV;Minas Gerais-IV;Minas Gerais-IV;Minas Gerais-IV;Minas Gerais-IV;Minas Gerais-IV;Minas Gerais-IV;x
b_ofaie;Ofaie;Ofaie;Ofaie;Ofaie;Ofaie;Ofaie;Ofaie;Ofaie;Ofaie;Ofaie;Ofaie;Ofaie;Ofaie;x
b_ofaie-ii;Ofaie-II;Ofaie-II;Ofaie-II;Ofaie-II;Ofaie-II;Ofaie-II;Ofaie-II;Ofaie-II;Ofaie-II;Ofaie-II;Ofaie-II;Ofaie-II;Ofaie-II;x
b_ofaie-iii;Ofaie-III;Ofaie-III;Ofaie-III;Ofaie-III;Ofaie-III;Ofaie-III;Ofaie-III;Ofaie-III;Ofaie-III;Ofaie-III;Ofaie-III;Ofaie-III;Ofaie-III;x
b_ofaie-iv;Ofaie-IV;Ofaie-IV;Ofaie-IV;Ofaie-IV;Ofaie-IV;Ofaie-IV;Ofaie-IV;Ofaie-IV;Ofaie-IV;Ofaie-IV;Ofaie-IV;Ofaie-IV;Ofaie-IV;x
b_para;Para;Para;Para;Para;Para;Para;Para;Para;Para;Para;Para;Para;Para;x
b_para-ii;Para-II;Para-II;Para-II;Para-II;Para-II;Para-II;Para-II;Para-II;Para-II;Para-II;Para-II;Para-II;Para-II;x
b_para-iii;Para-III;Para-III;Para-III;Para-III;Para-III;Para-III;Para-III;Para-III;Para-III;Para-III;Para-III;Para-III;Para-III;x
b_para-iv;Para-IV;Para-IV;Para-IV;Para-IV;Para-IV;Para-IV;Para-IV;Para-IV;Para-IV;Para-IV;Para-IV;Para-IV;Para-IV;x
b_parnaiba;Parnaiba;Parnaiba;Parnaiba;Parnaiba;Parnaiba;Parnaiba;Parnaiba;Parnaiba;Parnaiba;Parnaiba;Parnaiba;Parnaiba;Parnaiba;x
b_parnaiba-ii;Parnaiba-II;Parnaiba-II;Parnaiba-II;Parnaiba-II;Parnaiba-II;Parnaiba-II;Parnaiba-II;Parnaiba-II;Parnaiba-II;Parnaiba-II;Parnaiba-II;Parnaiba-II;Parnaiba-II;x
b_parnaiba-iii;Parnaiba-III;Parnaiba-III;Parnaiba-III;Parnaiba-III;Parnaiba-III;Parnaiba-III;Parnaiba-III;Parnaiba-III;Parnaiba-III;Parnaiba-III;Parnaiba-III;Parnaiba-III;Parnaiba-III;x
b_parnaiba-iv;Parnaiba-IV;Parnaiba-IV;Parnaiba-IV;Parnaiba-IV;Parnaiba-IV;Parnaiba-IV;Parnaiba-IV;Parnaiba-IV;Parnaiba-IV;Parnaiba-IV;Parnaiba-IV;Parnaiba-IV;Parnaiba-IV;x
b_pontal;Pontal;Pontal;Pontal;Pontal;Pontal;Pontal;Pontal;Pontal;Pontal;Pontal;Pontal;Pontal;Pontal;x
b_pontal-ii;Pontal-II;Pontal-II;Pontal-II;Pontal-II;Pontal-II;Pontal-II;Pontal-II;Pontal-II;Pontal-II;Pontal-II;Pontal-II;Pontal-II;Pontal-II;x
b_pontal-iii;Pontal-III;Pontal-III;Pontal-III;Pontal-III;Pontal-III;Pontal-III;Pontal-III;Pontal-III;Pontal-III;Pontal-III;Pontal-III;Pontal-III;Pontal-III;x
b_pontal-iv;Pontal-IV;Pontal-IV;Pontal-IV;Pontal-IV;Pontal-IV;Pontal-IV;Pontal-IV;Pontal-IV;Pontal-IV;Pontal-IV;Pontal-IV;Pontal-IV;Pontal-IV;x
b_rio_grande_do_sul;Rio Grande do Sul;Rio Grande do Sul;Rio Grande do Sul;Rio Grande do Sul;Rio Grande do Sul;Rio Grande do Sul;Rio Grande do Sul;Rio Grande do Sul;Rio Grande do Sul;Rio Grande do Sul;Rio Grande do Sul;Rio Grande do Sul;Rio Grande do Sul;x
b_rio_grande_do_sul-ii;Rio Grande do Sul-II;Rio Grande do Sul-II;Rio Grande do Sul-II;Rio Grande do Sul-II;Rio Grande do Sul-II;Rio Grande do Sul-II;Rio Grande do Sul-II;Rio Grande do Sul-II;Rio Grande do Sul-II;Rio Grande do Sul-II;Rio Grande do Sul-II;Rio Grande do Sul-II;Rio Grande do Sul-II;x
